,B cell,Cholangiocyte,Erythroid,Hepatocyte,Inflammatory Macs,LSEC 1,"LSEC 2,3",NK-like,Non-inflammatory Macs,Plasma,Portal endothelial,Stellate,abT cell,gdT cell 1,gdT cell 2
NID1,0.0,0.0,0.0,0.0,0.0,0.0,0.58011895,0.0,0.0,0.0,0.0,0.43767315,0.0,0.0,0.0
COX20,0.0,0.31475955,0.0,0.1983301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39600873,0.0,0.0,0.0,0.0,0.0,0.0
TRIM58,0.0,0.0,4.3591757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3YL1,0.0,0.741805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41589248
ADI1,0.0,0.5766363,0.0,2.3235545,0.0,0.4095347,0.0,0.0,0.0,0.0,0.0,1.1472237,0.0,0.0,0.0
RPS7,3.9385755,2.2753756,2.8839116,2.468069,3.364572,2.8740273,2.3234694,3.4796817,2.480197,3.7055345,2.5073254,3.1092725,3.713908,3.448271,3.524927
COLEC11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23319,0.0,0.0,0.0
ID2,0.0,0.6609298,0.0,1.1445448,0.4940387,1.1075948,0.53924227,1.8472204,0.78693473,0.0,0.61579514,0.0,1.5812916,1.9888422,0.0
ITGB1BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5207342,0.0,0.0,0.0
YWHAQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21388425,0.0,0.0,0.4930839
RRM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407912
PDIA6,0.0,0.20728122,0.0,0.7547597,0.0,0.0,0.0,0.0,0.0,1.7529137,0.0,0.6367762,0.0,0.0,1.066245
LAPTM4A,0.0,0.7719657,0.0,1.1962475,0.0,0.83161545,0.7689404,0.0,0.8773171,0.0,0.8112583,0.87259316,0.0,0.0,0.0
SDC1,0.0,0.59775776,0.0,1.4682493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOB,0.0,1.2847675,0.0,2.3656974,0.0,0.7764941,0.0,0.0,1.1539724,0.0,0.9133301,1.2222085,0.0,0.0,0.0
APOB,0.0,0.59114826,0.0,3.4420986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SF3B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24698919
RAB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34465143,0.0,0.0,0.0,0.0,0.0,0.0
OST4,1.3996711,0.7436236,1.7521867,1.6871147,1.4183847,1.3888538,1.2248895,1.5309224,1.173027,2.5072837,1.3195426,1.9185033,1.8094174,1.4574082,1.6710986
EMILIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31760412,0.0,0.0,0.0
KHK,0.0,0.0,0.0,0.99347675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL33,0.0,0.19903821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37676162,0.0,0.0,0.16969907
PPP1CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71655405,0.0,0.0,0.0
CRIM1,0.0,0.0,0.0,0.0,0.0,0.4618134,0.0,0.0,0.0,0.0,1.0592058,0.0,0.0,0.0,0.0
SRSF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78692555,0.0,0.56963617
COX7A2L,0.0,0.27315342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54393256,0.0,0.0,0.40992892
ZFP36L2,1.8291354,0.62578315,0.0,0.0,0.81927156,0.0,0.0,1.9078282,0.42817983,0.0,0.0,0.0,2.3584008,2.1441576,0.0
EPAS1,0.0,0.0,0.0,0.0,0.0,1.4270673,0.77136916,0.0,0.0,0.0,0.71297693,0.0,0.0,0.0,0.0
CALM2,0.0,1.1985569,2.8453524,1.2445564,1.7987235,0.697891,0.0,0.31164503,1.6076274,0.0,0.8485387,1.7521307,1.0562656,0.0,1.2737978
EPCAM,0.0,0.41446558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLEC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1778806,0.0,0.13139544,0.0,0.0,0.0
SPTBN1,0.0,0.0,0.0,0.0,0.0,0.60243404,0.0,0.0,0.0,0.0,0.8503103,0.0,0.0,0.0,0.0
RTN4,0.0,0.47494867,0.0,1.4160969,0.64481366,0.3351283,0.0,0.0,0.75291586,0.0,0.0,0.8249477,0.0,0.0,0.0
RPS27A,5.3479047,2.9211426,4.6924214,3.5105915,4.1732345,3.7249048,3.0427248,4.354844,3.9743161,4.283159,3.6744726,3.2513547,4.8063803,4.4603343,4.17651
EFEMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13139544,0.0,0.0,0.0
UGP2,0.0,0.0,0.0,1.2765975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33960092,0.0,0.0,0.0
RAB1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25085145,0.0,0.0,0.0
ACTR2,0.0,0.0,0.0,0.0,0.88059354,0.0,0.0,0.0,1.2488971,0.0,0.0,0.0,0.0,0.0,0.0
ANXA4,0.0,2.5866926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBP1,0.0,0.41446558,0.0,0.9102823,1.2234772,0.5323534,0.0,0.0,1.1773729,0.0,0.7132173,0.27284825,0.0,0.0,0.9176742
SNRPG,0.0,0.47177094,0.0,0.89248943,0.0,0.29899597,0.0,0.0,0.0,0.7879781,0.25165978,0.19516847,0.0,0.0,1.4701233
TMSB10,3.6434894,1.697665,1.7521867,0.0,5.1111803,3.6081645,3.0304577,3.4405541,4.970219,3.6391354,4.0188036,4.0367613,3.8889465,4.5108376,3.9422538
TGOLN2,0.0,0.27315342,0.0,0.0,0.0,0.0,0.0,0.0,0.1780908,0.0,0.0,0.0,0.0,0.0,0.0
VAMP8,0.0,0.8496013,0.0,0.44519407,1.8669286,0.0,0.0,0.0,2.135977,0.0,0.4015342,0.0,0.0,0.7666909,0.0
VAMP5,0.0,0.0,0.0,0.0,0.0,0.9888761,1.4094019,0.0,0.9156972,0.0,1.0672228,0.37676162,0.0,0.0,0.0
RNF181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114840515,0.0,0.0,0.0
GNLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0127344,0.0
CHMP3,0.0,0.0,0.0,0.0,0.0,0.30147877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8826581,0.0,0.37676162,0.0,0.0,0.7595248
FABP1,0.0,0.0,0.0,4.2445917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211592,3.656913,0.0,5.0264583,0.0,0.0,0.0,0.0,0.0,0.0,9.003719,0.0,0.0,0.0,0.0,1.5762936
DUSP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816356,0.0,0.0,0.0,0.0,0.6683295,0.0,0.0
COX5B,0.0,1.0723809,0.0,2.2284472,1.2434475,0.9233376,0.90838665,0.6424657,0.6226339,1.1554365,0.9594686,0.94135314,0.0,0.0,1.3080773
EIF5B,0.0,0.19903821,0.0,1.1423624,0.0,0.30867666,0.0,0.0,0.0,0.615367,0.0,0.58976275,0.0,0.0,0.8134203
RPL31,4.450393,2.403914,3.1626089,2.996746,3.5023444,3.3020384,2.4747565,3.8913574,2.7631083,3.3748572,3.1750975,2.9234412,4.1373186,3.8811245,3.4676628
RNF149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68725127,0.0,0.0,0.0,0.0,0.0,0.0
IL1R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.105628,0.13601094,0.0,0.0,0.0
MIR4435-2HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3265639,0.0,0.0,0.0
ACTR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13601094,0.0,0.0,0.0
DDX18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18159316,0.0,0.0,0.0
MARCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2884483,0.0,0.0,0.0,0.0,0.0,0.0
DBI,0.0,1.2817686,0.0,2.9851098,0.5346024,0.0,0.0,0.8572295,0.0,0.32270092,0.0,0.76477385,0.0,1.1913099,1.0199306
GYPC,0.0,0.0,5.820531,0.0,0.0,0.0,0.8361646,0.7257346,0.0,0.0,0.583012,0.13601094,0.0,0.0,0.5390984
PROC,0.0,0.0,0.0,1.0546603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72517943,0.0,0.0,0.0,0.0
MZT2B,0.0,0.48645842,0.0,0.7464301,0.0,0.63626283,0.0,0.7823124,0.0,0.99165475,0.3263808,0.8332477,0.0,0.0,1.1642642
MZT2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31760412,0.0,0.0,0.2766883
UBXN4,0.0,0.13193429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR4,2.4898539,0.0,0.0,0.0,0.0,0.0,0.0,1.8526601,0.0,0.0,0.0,0.0,2.1719499,2.0419364,0.0
HNMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857119,0.0,0.0,0.0,0.0,0.0,0.0
ZEB2,0.0,0.0,0.0,0.0,0.9653597,0.0,0.0,0.0,0.9479724,0.0,0.0,0.15800774,0.0,0.0,0.0
CD302,0.0,0.0,0.0,0.70955825,0.66220546,0.0,0.0,0.0,0.88509977,0.0,0.0,0.0,0.0,0.0,0.0
PSMD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37923038
PPIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22537096
DYNC1I2,0.0,0.16787973,0.0,0.0,0.0,0.26953766,0.0,0.0,0.0,0.0,0.0,0.76477385,0.0,0.0,0.0
CIR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5207342,0.0,0.0,0.0
ATP5MC3,0.0,0.67144424,0.0,1.8158305,0.5825462,0.20027778,0.0,0.0,0.3567513,1.5536969,0.0,0.548445,0.0,0.0,1.5530033
HNRNPA3,0.0,0.0,0.0,0.0,0.0,0.41670385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9904138
CALCRL,0.0,0.0,0.0,0.0,0.0,0.59494925,0.0,0.0,0.0,0.0,0.937556,0.0,0.0,0.0,0.0
TFPI,0.0,0.37443665,0.0,0.8645338,0.0,1.6523733,1.9042883,0.0,0.0,0.0,1.7161521,0.13139544,0.0,0.0,0.0
COL3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.983892,0.0,0.0,0.0
COL5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7986033,0.0,0.0,0.0
SLC40A1,0.0,0.0,0.0,0.0,0.0,0.43853414,0.7506252,0.0,3.5578654,0.0,0.0,0.0,0.0,0.0,0.0
MYO1B,0.0,0.0,0.0,1.0071976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAVIN2,0.0,0.0,0.0,0.0,0.0,1.1174792,1.2117982,0.0,0.0,0.0,1.3921139,0.0,0.0,0.0,0.0
HSPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6947066
HSPE1,0.0,0.69155204,0.0,2.0337286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81417847
SPATS2L,0.0,0.8982809,0.0,0.0,0.0,0.0,0.0,0.0,0.6299824,0.0,0.0,0.66110325,0.0,0.0,0.0
AOX1,0.0,0.0,0.0,1.6863732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4759714
CFLAR,0.0,0.0,0.0,0.0,0.0,0.3431142,0.0,0.0,0.0,0.0,0.8856127,0.0,0.0,0.0,0.0
STRADB,0.0,0.0,4.070058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42075533,0.0,0.0,0.0
BMPR2,0.0,0.0,0.0,0.0,0.0,0.21045724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBEAL1,1.4389789,0.5105147,0.0,0.0,1.1795628,0.6802819,0.0,0.0,1.1362624,0.30920345,0.42536518,0.96214545,1.1361903,0.0,0.6193723
NRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68082285,0.0,0.0,0.0,0.0
EEF1B2,3.103547,1.2657422,0.0,1.3934855,1.8812588,1.1829662,0.0,2.058128,1.1990069,2.7172604,1.1393139,1.4445779,2.3541539,1.7969176,2.6205583
IDH1,0.0,0.0,0.0,0.6919983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS1,0.0,0.0,0.0,3.003284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FN1,0.0,0.0,0.0,2.0637872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4669657,0.0,0.0,0.0
XRCC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42182022
RPL37A,4.5782614,2.7023225,2.8643463,4.173888,4.26099,3.7862916,3.1021645,3.9403374,3.79185,4.5766716,3.6522574,4.0546875,4.1723986,3.8981416,4.5481367
IGFBP2,0.0,0.0,0.0,1.2151151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3531762,0.0,0.0,0.0
ARPC2,0.0,0.33758494,0.0,0.0,1.7532117,0.66389287,0.0,1.5041144,1.3901451,0.9304972,0.37958106,1.3261755,1.5673921,2.1395068,1.4349121
PNKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114840515,0.0,0.0,0.0
CYP27A1,0.0,0.0,0.0,0.9516916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITM2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6695734,0.0,0.0,0.0,0.0,0.0
NCL,0.0,0.13193429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13139544,0.0,0.0,0.9645478
PTMA,4.0397806,2.3792567,0.0,2.3688302,3.7918591,2.8382802,2.132613,3.709792,3.0990117,3.6981149,2.664648,1.9921639,3.5803928,3.8384979,4.6333222
EIF4E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114840515,0.0,0.0,0.0
ARL4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68958914,0.0,0.0,0.0,0.0,1.4765233,0.0
COL6A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5090865,0.0,0.0,0.0
LRRFIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2674064,0.0,0.0,0.0
RAMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18159316,0.0,0.0,0.0
COPS9,0.0,0.0,0.0,0.7777682,0.0,0.5548989,0.0,0.0,0.46511936,0.0,0.4989547,0.9435701,0.0,0.0,0.83271986
AGXT,0.0,0.0,0.0,3.0018153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDLBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3379565,0.0,0.0,0.0,0.0,0.0
SEPTIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18159316,0.0,0.0,0.0
LMCD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53414303,0.0,0.0,0.0
EMC3,0.0,0.0,2.933758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK1,0.0,0.53609234,0.0,0.0,0.7133665,0.71954614,0.0,0.0,0.67340344,0.0,0.5999445,0.62797034,0.0,0.0,0.5862707
RPL32,5.2559576,3.063192,4.7578535,3.683093,4.575407,4.0707073,3.32769,4.270594,3.7537165,4.257367,3.9738836,3.6962767,4.8195405,4.3466597,4.2259173
LSM3,0.0,0.40288603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34288204,0.0,0.0,0.82476866
SH3BP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0306492,0.0,0.0,0.0,0.0
RPL15,4.31234,2.7356834,2.4489255,2.653199,3.834598,3.2748313,2.37448,3.9044156,2.9947824,4.029215,3.1204767,3.12074,4.064811,3.940477,3.8853922
CMC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6632733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFBR2,0.0,0.0,0.0,0.0,0.0,0.8224595,1.4525992,0.0,0.0,0.0,0.71556914,0.0,0.0,0.0,0.0
CMTM6,0.0,0.0,0.0,0.60099804,0.36190563,0.0,0.0,0.0,0.86719435,0.0,0.0,0.0,0.0,0.0,0.0
CRTAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114840515,0.0,0.0,0.0
ACAA1,0.0,0.0,0.0,1.5782797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSA,3.9115496,1.7070055,0.0,1.577718,2.4254973,1.8503745,1.1209583,3.2162268,1.6096417,2.750517,1.7949114,2.5520554,3.4620562,3.0508773,3.459755
EIF1B,0.0,0.0,3.1534925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL14,3.7902758,2.231883,0.0,2.2831016,3.0677223,2.6021948,1.8313884,3.111573,2.2745724,3.1472847,2.6530733,2.8665948,3.6066563,3.5454984,3.1843948
CTNNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13601094,0.0,0.0,0.0
CYP8B1,0.0,0.0,0.0,1.944133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDHHC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114840515,0.0,0.0,0.0
CCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5124544,0.0,0.0,0.0,0.0,0.0,0.0
TMA7,1.5070754,1.1125017,0.0,2.1224103,1.6981151,1.4402978,1.215067,2.157102,1.0814266,1.9396783,1.5829626,1.4330037,2.2657876,2.3203962,2.1765456
GPX1,0.0,0.41187972,1.52838,1.8580028,3.6004841,0.9010197,1.9364234,0.0,3.967482,0.90333676,0.82772946,0.6361669,0.0,0.0,0.74253225
RHOA,0.0,0.27315342,0.0,0.0,1.6573575,0.70841724,0.7630911,0.81865263,1.7173318,0.0,0.889222,0.9370718,0.0,0.0,1.0828809
MST1,0.0,0.0,0.0,0.7866155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAI2,0.0,0.0,0.0,0.0,0.72072554,0.61071706,0.0,0.0,0.50313956,0.0,0.0,0.0,0.0,0.0,0.0
HYAL2,0.0,0.0,0.0,0.0,0.0,0.43651193,0.0,0.0,0.0,0.0,0.4989547,0.0,0.0,0.0,0.0
MANF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4758408,0.0,0.18159316,0.0,0.0,0.55702627
RPL29,4.1605206,2.2561526,0.0,2.5748346,3.5358887,2.937656,2.19179,3.3883586,2.5442681,3.6182551,2.8199205,2.7735744,3.5079854,3.4669526,3.4359384
STAB1,0.0,0.0,0.0,0.0,0.0,0.0,2.496812,0.0,0.0,0.0,0.21201594,0.0,0.0,0.0,0.0
SPCS1,0.0,0.48639187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5724876,0.0,0.0,0.0,0.0,0.7374372
ITIH1,0.0,0.0,0.0,2.149838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITIH3,0.0,0.0,0.0,2.0556045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKT,0.0,0.0,0.0,0.0,1.5931714,0.0,0.0,0.0,0.51467717,0.0,0.0,0.0,0.0,0.0,0.0
SELENOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7050012,0.0,0.4827158,0.0,0.0,0.63134825
ARF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9512255,0.0,0.0,0.0
FLNB,0.0,0.0,0.0,0.0,0.0,0.21045724,0.0,0.0,0.0,0.0,0.6612407,0.0,0.0,0.0,0.0
DNASE1L3,0.0,0.0,0.0,0.0,0.0,0.49866998,3.32769,0.0,0.0,0.0,3.0714955,0.0,0.0,0.0,0.0
FAM107A,0.0,0.0,0.0,0.0,0.0,0.3307091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCLG2,0.0,0.0,0.0,0.96181715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL6IP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6792089,0.0,0.0,0.0,0.0,0.0,0.0
FRMD4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30203468,0.0,0.0,0.0,0.0,0.0,0.0
FOXP1,0.0,0.0,0.0,0.0,0.0,0.34977257,0.0,0.0,0.0,0.0,0.23670644,0.34989518,0.0,0.0,0.0
PROS1,0.0,0.0,0.0,0.6030228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILIP1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45638892,0.0,0.0,0.0
RPL24,3.3329258,2.023697,2.4489255,2.4829032,2.8874032,2.5205045,1.9280322,2.8643022,2.2252383,3.166915,2.5139346,2.5906787,3.0946107,2.8398967,3.0040932
BBX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114840515,0.0,0.0,0.0
COX17,0.0,0.5533351,0.0,1.6880732,0.0,0.0,0.0,0.0,0.0,0.58238655,0.0,0.0,0.0,0.0,0.8436876
FSTL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99509203,0.0,0.0,0.0
NDUFB4,0.0,0.6261474,0.0,1.1157899,0.0,0.41974494,0.0,0.0,0.0,0.9295392,0.40218574,0.3217116,0.0,0.0,0.93352664
HGD,0.0,0.0,0.0,1.2849731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCLS1,0.0,0.0,0.0,0.0,1.150455,0.0,0.0,0.0,1.9892619,0.0,0.0,0.0,0.0,0.0,0.0
CSTA,0.0,0.0,0.0,0.0,1.5620929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7034894,0.0,0.0,0.0
ALDH1L1,0.0,0.0,0.0,1.4618223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC61A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114840515,0.0,0.0,0.0
RAB7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43143487,0.0,0.0,0.0,0.0,0.0,0.0
CNBP,0.0,0.0,0.0,0.0,0.0,0.20978725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF,0.0,0.0,0.0,4.75931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLCO2A1,0.0,0.0,0.0,0.0,0.0,0.43564254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP1,0.0,0.0,0.0,0.0,0.0,0.73272425,0.0,0.0,0.0,0.0,0.73992735,0.8831023,0.0,0.0,0.0
RNF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24250467,0.0,0.0,0.0
CP,0.0,0.0,0.0,2.2946987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM4SF18,0.0,0.0,0.0,0.0,0.0,0.0,0.3717247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM4SF1,0.0,0.40288603,0.0,0.0,0.0,2.4175737,1.489317,0.0,0.0,0.0,1.3168933,0.0,0.0,0.0,0.0
TM4SF4,0.0,2.2570846,0.0,1.2883213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6917201,0.0,0.0,0.0,0.0
SERP1,0.0,0.3104879,0.0,1.0943296,1.656866,0.70261896,0.0,0.0,1.246356,2.0993862,0.5373016,0.4835868,0.89343405,0.0,1.2733014
SIAH2,0.0,0.0,2.5203907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADAC,0.0,0.0,0.0,1.5712583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4820716,0.0,0.13601094,0.0,0.0,1.1499084
CCNL1,0.0,0.31694382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LXN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33258703,0.0,0.0,0.0,0.0
