,Cardiomyocyte,Endothelial,Fibroblast,Lymphoid,Myeloid,Neuronal,Pericyte,Smooth Muscle
ENSG00000175899,0.0,0.8089297413825989,0.0,0.0,0.0,0.0,0.7142857142857143,0.734872647694179
ENSG00000115977,0.5631792034421649,0.42857142857142855,0.0,0.60788722549166,0.5391807385853359,0.0,0.0,0.44356984751565115
ENSG00000165029,0.0,0.0,0.7142857142857143,0.0,0.8744363359042576,0.7709619062287467,0.0,0.0
ENSG00000154263,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154262,0.0,0.0,0.9404078722000122,0.0,0.0,0.8571428571428571,0.0,0.0
ENSG00000141338,0.0,0.0,0.899139438356672,0.0,0.0,0.8571428571428571,0.0,0.0
ENSG00000154258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000114770,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069431,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.9332163333892822,0.0
ENSG00000117528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140526,0.8628043191773551,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571
ENSG00000136754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000154175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000097007,0.0,0.0,0.690272969858987,0.0,0.5714285714285714,0.0,0.6066443749836513,0.5998099446296692
ENSG00000143322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000099204,0.748420672757285,0.7146470631871905,0.5714285714285714,0.0,0.0,0.6400936756815229,0.0,0.0
ENSG00000173210,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000166016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000224063,0.0,0.0,0.9130964534623283,0.0,0.0,0.0,0.8571428571428571,0.0
ENSG00000229618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000275443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000260658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000275131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000076555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114331,0.0,0.0,0.0,0.8571428571428571,0.9369501897266933,0.0,0.0,0.0
ENSG00000130234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000078124,0.0,0.9084515486444745,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
ENSG00000100412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162390,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000068366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000072110,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.923439051423754
ENSG00000077522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130402,0.8571428571428571,0.8923113601548331,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000115091,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000170634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137845,0.7370058042662484,0.0,0.0,0.7142857142857143,0.7180517401014056,0.0,0.0,0.0
ENSG00000151694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000114948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168615,0.8571428571428571,0.0,0.0,0.0,0.9127399836267743,0.0,0.0,0.0
ENSG00000154734,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8956771833556039
ENSG00000151388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000158859,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9136589510100228
ENSG00000163638,0.0,0.7445167473384312,0.0,0.0,0.0,0.0,0.7142857142857143,0.7611133967127118
ENSG00000241158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000241684,0.5714285714285714,0.0,0.0,0.0,0.0,0.660187133720943,0.6656350748879569,0.6036714570862907
ENSG00000156218,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.8751040526798793,0.0
ENSG00000138031,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9104435614177159
ENSG00000173175,0.0,0.0,0.0,0.0,0.0,0.0,0.8630981360163007,0.8571428571428571
ENSG00000162104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148700,0.0,0.0,0.8571428571428571,0.0,0.0,0.8881617869649615,0.0,0.0
ENSG00000152990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135298,0.0,0.0,0.5839422685759408,0.0,0.0,0.7253032922744751,0.6270901305334908,0.5714285714285714
ENSG00000111452,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000117114,0.8571428571428571,0.884940641266959,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150471,0.0,0.0,0.7142857142857143,0.0,0.0,0.8488710692950657,0.7452816452298846,0.0
ENSG00000162618,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006831,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156110,0.721419734614236,0.0,0.0,0.7142857142857143,0.0,0.8216467073985508,0.0,0.0
ENSG00000120907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130396,0.0,0.9589028358459473,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
ENSG00000172493,0.14749486105782644,0.23904154130390712,0.29330853053501676,0.19765970536640712,0.48395995582853046,0.0,0.14285714285714285,0.18974482161658152
ENSG00000072364,0.4325340986251831,0.0,0.42857142857142855,0.0,0.43974047899246216,0.0,0.44517516238348825,0.5411827989986965
ENSG00000157985,0.42857142857142855,0.4783616236277989,0.5324681912149701,0.0,0.0,0.7226958019392831,0.5563648598534721,0.0
ENSG00000173744,0.0,0.0,0.8571428571428571,0.0,0.9358495814459664,0.0,0.0,0.0
