,B Cells,Basal,Endothelial,Fibroblasts,Intercalated,Ionocytes,Macrophages,Mucous,Myoepithelial,Myofibroblasts,RBCs,Schwann Cells,Seromucous,Serous,Striated,T Cells
ENSG00000175756,0.0,0.0,0.0,0.0,0.8958704233169555,0.9315599997838339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000242485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000160075,0.0,0.0,0.0,0.0,0.9703256845474243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000157916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000116251,0.0,0.33168207804361977,0.20932690302530924,0.19621739784876505,0.29592952330907185,0.3203261137008667,0.249431312084198,0.23688845634460448,0.30977352062861124,0.22762389977773032,0.0,0.20613932609558105,0.13333333333333333,0.15672747294108072,0.17377803325653077,0.2251696785291036
ENSG00000171735,0.0,0.0,0.0,0.0,0.0,0.9896956125895182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000116288,0.0,0.0,0.0,0.0,0.8486836473147075,0.8710867524147033,0.0,0.0,0.821774431069692,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000074800,0.0,0.8518175721168518,0.0,0.0,0.8498960812886556,0.8957895000775655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000131686,0.03957741657892863,0.03897161483764648,0.06749065319697062,0.051330141226450604,0.0,0.018792402744293214,0.06250773270924886,0.022702987988789877,0.027215532461802163,0.06829419930775961,0.14133010307947794,0.20253367026646932,0.22973484992980958,0.20589915911356607,0.050960238774617514,0.09324488639831544
ENSG00000116649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000184908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173436,0.0,0.0,0.0,0.0,0.8853004693984985,0.954406754175822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000142798,0.0,0.0,0.9431919693946839,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000117318,0.0,0.0,0.9333333333333333,0.0,0.0,0.9485300978024801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142676,0.01592241128285726,0.24319509665171304,0.0889088273048401,0.0863729476928711,0.16563597520192463,0.13948685725529988,0.12342056035995483,0.1430286645889282,0.18615619738896688,0.06258860429128012,0.0,0.0001720746358235677,0.008737719058990479,0.018207983175913493,0.06412628889083863,0.13404183785120646
ENSG00000117616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183726,0.0,0.0,0.0,0.0,0.9138071060180664,0.9230425198872884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000142669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.990630308787028
ENSG00000198830,0.0,0.0,0.0,0.0,0.8379783590634664,0.8811437527338664,0.0,0.0,0.845377524693807,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000130770,0.0,0.0,0.0,0.0,0.9023291945457459,0.9566778500874837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000162511,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168528,0.0,0.0,0.0,0.0,0.9151470025380453,0.0,0.0,0.9329875111579895,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000184007,0.0,0.0,0.0,0.0,0.9768735408782959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000175130,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197982,0.0,0.0,0.0,0.0,0.0,0.9841243028640747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000168653,0.0,0.0,0.0,0.0,0.8439872622489929,0.8923131465911865,0.0,0.8263435006141663,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000065978,0.0,0.6865867575009664,0.0,0.0,0.6719461441040039,0.7381486336390177,0.6919130921363831,0.6125543554623921,0.6863213221232096,0.0,0.0,0.0,0.0,0.6,0.0,0.0
ENSG00000117410,0.0,0.0,0.0,0.0,0.8315339843432109,0.9429675459861755,0.0,0.8480330268541972,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000142937,0.008911689122517904,0.23144900798797607,0.10078121821085612,0.09720146656036377,0.1986937681833903,0.10458853642145792,0.12871512174606323,0.18775234619776407,0.19692729711532592,0.12318119605382284,0.0,0.004545454184214274,0.0007942597071329753,0.009081792831420899,0.04121171633402507,0.11895235379536946
