,Endothelial1,Endothelial2,Fibroblast,Lymphocyte,Macrophage,Microvasculature,Smooth Muscle,Uncharacterized
ENSG00000142599,0.8786114369119916,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
ENSG00000074800,0.021398280348096575,0.0,0.13052971873964583,0.020318235669817244,0.2650571720940726,0.014653418745313371,0.16933773245130265,0.047970286437443325
ENSG00000171603,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162444,0.9404628617422921,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000142657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000116649,0.2857142857142857,0.0,0.4869247249194554,0.0,0.31238564423152376,0.3945755362510681,0.371293910912105,0.5586151821272713
ENSG00000171819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000177674,0.5714285714285714,0.0,0.7073975886617389,0.0,0.682885195527758,0.0,0.0,0.6061076096126011
ENSG00000083444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000028137,0.7312506096703666,0.7142857142857143,0.0,0.0,0.8193485907145909,0.0,0.0,0.0
ENSG00000162496,0.0,0.884983880179269,0.7999569518225533,0.0,0.7142857142857143,0.0,0.0,0.0
ENSG00000142634,0.8571428571428571,0.0,0.0,0.0,0.9482296194349017,0.0,0.0,0.0
ENSG00000116786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000162458,0.0,0.7727750795228141,0.0,0.0,0.0,0.7142857142857143,0.7939879127911159,0.0
ENSG00000065526,0.0,0.5714285714285714,0.6266756142888751,0.0,0.5802536606788635,0.0,0.6181956870215279,0.0
ENSG00000173641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000055070,0.0,0.0,0.7376703705106463,0.0,0.7142857142857143,0.0,0.8259339588029044,0.0
ENSG00000157191,0.0,0.8652071186474392,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
ENSG00000117118,0.2857142857142857,0.0,0.4020760144506182,0.0,0.4512823224067688,0.5225146157400948,0.4498748779296875,0.43155218022210257
ENSG00000117154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000053371,0.0,0.0,0.7279719540051052,0.0,0.0,0.7213876077107021,0.7142857142857143,0.0
ENSG00000077549,0.041740238666534424,0.0,0.005941169602530343,0.005576457296098981,0.33221592221941265,0.14381782497678483,0.14907578911100114,0.051780870982578824
ENSG00000173436,0.05024413551603045,0.007944566862923759,0.0689152649470738,0.0,0.2176167368888855,0.3500160574913025,0.23253034693854197,0.062121067728315084
ENSG00000158747,0.42857142857142855,0.0,0.6761652742113385,0.0,0.0,0.534289470740727,0.46533898796354023,0.47293797561100553
ENSG00000188257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000158825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158828,0.42868598869868685,0.5379061017717633,0.42857142857142855,0.0,0.0,0.5411532776696342,0.4648884790284293,0.0
ENSG00000244038,0.1799447706767491,0.1956638949257987,0.39667452233178274,0.0,0.19422205005373275,0.14285714285714285,0.15867831877299718,0.2702970504760742
ENSG00000127483,0.043916123253958564,0.246460565498897,0.1212603109223502,0.05459828036172049,0.0,0.025998490197317942,0.037827023438044956,0.15846583672932216
ENSG00000075151,0.8571428571428571,0.0,0.0,0.0,0.9012918557439532,0.0,0.0,0.0
ENSG00000117298,0.8137495177132743,0.8806760651724679,0.7142857142857143,0.0,0.0,0.0,0.0,0.0
ENSG00000090686,0.0,0.9317038059234619,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
ENSG00000142798,0.7375275066920689,0.8467540400368827,0.5714285714285714,0.0,0.0,0.0,0.5725856593676976,0.0
ENSG00000070831,0.12084609270095825,0.12392958572932652,0.0,0.06616864034107753,0.23425576516560145,0.08278297526495797,0.062255288873400004,0.005911801542554583
ENSG00000173372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000169641,0.827335136277335,0.7819242647715977,0.0,0.0,0.7142857142857143,0.0,0.0,0.0
ENSG00000125944,0.04156196117401123,0.11853048631123134,0.01761704683303833,0.004396642957414899,0.0,0.07764507191521781,0.011788138321467809,0.15693323101316178
ENSG00000117318,0.5736582108906337,0.5253994975771222,0.313532965523856,0.0,0.0,0.4911747659955706,0.43962702580860685,0.2857142857142857
ENSG00000142676,0.11199364491871425,0.057135164737701416,0.014453904969351632,0.10702975307192121,0.014976365225655692,0.0,0.001974233559199742,0.028492561408451626
ENSG00000057757,0.0,0.0,0.7142857142857143,0.0,0.7340321455683027,0.0,0.7397678409303937,0.0
ENSG00000179163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000189266,0.21630709511893137,0.3088368603161403,0.16431440625871932,0.0,0.14285714285714285,0.20790222712925502,0.16531877858298166,0.14294495752879552
ENSG00000188529,0.2368781226021903,0.44689171654837473,0.16582130534308298,0.0,0.14285714285714285,0.210344135761261,0.20380633217947824,0.18921050003596715
ENSG00000133226,0.04118485110146659,0.06666903836386544,0.0,0.08135855197906494,0.02366260119846889,0.007531191621507917,0.006827081952776227,0.059233827250344415
ENSG00000169504,0.30630040168762207,0.34097129106521606,0.21743588788168772,0.0,0.14285714285714285,0.2489269631249564,0.4058293615068708,0.2125374334199088
ENSG00000117614,0.13336256572178432,0.05025222471782139,0.03957162584577288,0.011591400418962752,0.0,0.09800410270690918,0.06679263285228185,0.04210000378744943
ENSG00000117616,0.17133481161934988,0.2439360533441816,0.07493690933500018,0.45016502482550486,0.2695219942501613,0.06184568575450352,0.0,0.01058506965637207
ENSG00000183726,0.06830131156103951,0.031192140919821604,0.13702531371797835,0.0,0.05576749358858381,0.20834929602486746,0.06567335980279106,0.023762192044939314
ENSG00000162430,0.8571428571428571,0.8605729596955436,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117640,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000117632,0.722963775907244,0.0,0.0,0.7851685881614685,0.7142857142857143,0.0,0.0,0.0
ENSG00000197245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142669,0.14601624011993408,0.17361692871366227,0.10567013706479754,0.2971048780850002,0.4423287425722395,0.0,0.05809892075402396,0.005993757929120745
ENSG00000198830,0.0033344285828726633,0.0,0.08675395590918404,0.05962223666054862,0.011019953659602575,0.23596901553017752,0.12085198504584176,0.2946610621043614
ENSG00000117676,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000117713,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000090273,0.14577597379684448,0.12154053790228707,0.1940437044416155,0.0,0.13560834952763148,0.26533893176487516,0.3396365131650652,0.26166984864643644
ENSG00000158195,0.1444520013672965,0.11882758992058891,0.18075094052723475,0.0,0.0893203786441258,0.0784670455115182,0.07250366040638515,0.2080028142247881
ENSG00000000938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000126709,0.7643629823412214,0.8376910260745457,0.0,0.0,0.0,0.0,0.7142857142857143,0.0
ENSG00000117758,0.5714285714285714,0.0,0.0,0.0,0.6866810151508876,0.5804291026932853,0.0,0.6052900893347604
ENSG00000130775,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000117748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169403,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000126698,0.06746621642793928,0.14313785518918717,0.036995155470711846,0.0,0.03603036914552961,0.04288800273622785,0.0647018211228507,0.03970909970147269
ENSG00000130770,0.050279583249773295,0.03695009435926165,0.0,0.0017962966646466935,0.0032671945435660227,0.07809406518936157,0.11494817904063634,0.01235297748020717
ENSG00000204138,0.7935943858964103,0.7904152614729745,0.0,0.0,0.7142857142857143,0.0,0.0,0.0
ENSG00000197989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000198492,0.8893698624202183,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
ENSG00000116350,0.300018310546875,0.16139124972479685,0.14285714285714285,0.0,0.14942818028586252,0.20334397043500627,0.2021553601537432,0.15274453163146973
ENSG00000162511,0.0,0.0,0.0,0.8571428571428571,0.934942901134491,0.0,0.0,0.0
ENSG00000134644,0.6163392918450492,0.677416171346392,0.5714285714285714,0.0,0.6053205387932914,0.0,0.0,0.0
ENSG00000142910,0.5737981881414141,0.5714285714285714,0.0,0.0,0.0,0.7623074395315987,0.64727726152965,0.0
ENSG00000162517,0.7142857142857143,0.0,0.0,0.0,0.0,0.7195521167346409,0.7656640665871757,0.0
ENSG00000184007,0.0,0.055142223834991455,0.1555123840059553,0.07950206313814435,0.15169471502304077,0.015410448823656355,0.00844642094203404,0.2560610941478184
ENSG00000121774,0.19559673752103532,0.22260635239737375,0.11229179586683001,0.0,0.09433926854814802,0.15098288229533605,0.09339547157287598,0.11173407520566668
ENSG00000084623,0.22724856649126327,0.14285714285714285,0.22631700549806869,0.0,0.14692694800240652,0.208008451121194,0.1834994809968131,0.2943436929157802
ENSG00000116478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176261,0.0,0.0,0.0,0.0,0.8896312628473554,0.0,0.8571428571428571,0.0
ENSG00000162521,0.2431352138519287,0.14285714285714285,0.19961222580501012,0.0,0.3012979882104056,0.23596503053392684,0.1599129864147731,0.43817212751933504
ENSG00000004455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134686,0.2857142857142857,0.0,0.38529219797679354,0.0,0.45408735956464497,0.4063237394605364,0.34502888577325,0.4009499635015215
ENSG00000163866,0.0,0.0,0.0,0.0,0.0,0.9183476652417865,0.8571428571428571,0.0
ENSG00000187513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000116560,0.17489869253976004,0.1592320374080113,0.02843353578022548,0.26832025391714914,0.18546831607818604,0.09507728474480766,0.0,0.014990738459995814
ENSG00000126067,0.15223010097231185,0.15525157962526595,0.14285714285714285,0.0,0.15182185173034668,0.1995768632207598,0.1644201704433986,0.2937144126210894
ENSG00000054116,0.0,0.0,0.0,0.0,0.7311616710254124,0.7142857142857143,0.7318035789898464,0.0
ENSG00000116871,0.0,0.0,0.0,0.0,0.8778104441506522,0.0,0.8571428571428571,0.0
ENSG00000054118,0.026862476553235735,0.04148430483681815,0.06147293533597674,0.0,0.005753287247249058,0.062107282025473456,0.0520248327936445,0.02443155220576695
ENSG00000142694,0.3076531631605966,0.32012100730623516,0.4367298313549587,0.0,0.0,0.32546697344098774,0.36586651631764006,0.2857142857142857
ENSG00000181817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000116898,0.2857142857142857,0.0,0.3476481182234628,0.0,0.3717105048043387,0.5242638077054705,0.3831770760672433,0.3313595311982291
ENSG00000163875,0.0,0.2857142857142857,0.3026245321546282,0.0,0.290920044694628,0.35782077482768465,0.4783863510404314,0.37112466778073994
ENSG00000197982,0.0,0.3144948312214443,0.4371849468776158,0.0,0.2857142857142857,0.3833370975085667,0.4512958696910313,0.3925799216542925
ENSG00000174574,0.0,0.0,0.0,0.0,0.739479626928057,0.7384151475770133,0.7142857142857143,0.0
ENSG00000168653,0.0,0.027675211429595947,0.09346251828329903,0.003045908042362758,0.024659088679722378,0.20567984240395681,0.2326139211654663,0.06564710821424212
ENSG00000127603,0.33733900104250225,0.5552858199392047,0.1799344505582537,0.0,0.18444566215787614,0.2063370943069458,0.34275094100407194,0.14285714285714285
ENSG00000090621,0.0,0.0,0.6235887067658561,0.0,0.806776864188058,0.6187967998640878,0.5714285714285714,0.0
ENSG00000084072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000131236,0.04088891404015677,0.018429764679500034,0.0,0.1667523213795253,0.4063526391983032,0.3010320152555193,0.23951866797038487,0.014675659792763847
ENSG00000131238,0.0,0.0,0.0,0.0,0.9031431334359306,0.7142857142857143,0.7341010570526123,0.0
ENSG00000084070,0.0,0.0,0.0,0.8571428571428571,0.9315982120377677,0.0,0.0,0.0
ENSG00000127125,0.23970225027629308,0.14285714285714285,0.25700085503714426,0.0,0.25110784598759245,0.14791357517242432,0.3031658870833261,0.1602514726775033
ENSG00000065978,0.01958878551210676,0.0060719166483197895,0.008826613426208496,0.0,0.11807340383529663,0.09246553693498884,0.08623198100498744,0.04274006400789533
ENSG00000177868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000117394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000117395,0.0,0.0,0.0,0.0,0.0,0.8582326684679303,0.8571428571428571,0.0
ENSG00000066056,0.8696186542510986,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066322,0.7447838953563145,0.7142857142857143,0.0,0.0,0.7811692953109741,0.0,0.0,0.0
ENSG00000178922,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.919071010180882,0.0
ENSG00000117410,0.027955966336386546,0.08327862194606236,0.0,0.2242338912827628,0.5686834369386945,0.08036504473005023,0.04234158141272409,0.003645522253853934
ENSG00000117419,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.8908784900392804,0.0
ENSG00000142937,0.11472303526742118,0.04877637965338571,0.016135351998465403,0.019277734415871755,0.0,0.01855050665991647,0.0012973291533333914,0.06795427628925868
ENSG00000126088,0.0,0.0,0.0,0.0,0.0,0.7240581938198635,0.7142857142857143,0.778021514415741
ENSG00000117450,0.024744408471243724,0.10501048394611903,0.05618092843464443,0.0,0.02048889228275844,0.031184988362448558,0.0683844941002982,0.08473011425563268
ENSG00000117448,0.17328500747680664,0.1653310145650591,0.2726801804133824,0.0,0.5508057730538505,0.14285714285714285,0.2014579943248204,0.2853457587105887
ENSG00000132780,0.5765167304447719,0.5563650812421527,0.2538532444408962,0.14285714285714285,0.4210131083215986,0.3234790393284389,0.0,0.19531315565109253
ENSG00000117461,0.8965348260743278,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173660,0.07633269684655326,0.0028976712908063617,0.007401525974273682,0.059541404247283936,0.15269465957369124,0.23464990513665335,0.1037297078541347,0.0
ENSG00000079277,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000159658,0.4087966425078256,0.38022920063563753,0.18461206981113978,0.0,0.2820113216127668,0.1484166213444301,0.19895701748984201,0.14285714285714285
ENSG00000142973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000186377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162368,0.09346636704036168,0.12501058408192225,0.25138778345925467,0.0,0.09429937601089478,0.09631108386175972,0.2951890826225281,0.11387028012956892
ENSG00000186564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000132122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123080,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.8702336038861956,0.0
ENSG00000123091,0.0,0.7223497629165649,0.5714285714285714,0.0,0.0,0.5757561666624886,0.7012989010129657,0.0
ENSG00000085832,0.0,0.5748304043497358,0.6089618802070618,0.0,0.6835107718195234,0.0,0.0,0.5714285714285714
ENSG00000117859,0.0,0.0,0.7737944977624076,0.0,0.0,0.7142857142857143,0.717669597693852,0.0
ENSG00000078618,0.14285714285714285,0.33128383329936434,0.27303684609276907,0.0,0.2950736880302429,0.1685809918812343,0.1618270788873945,0.29880195004599436
ENSG00000117862,0.5953820262636457,0.6216591426304409,0.5714285714285714,0.0,0.6704769304820469,0.0,0.0,0.0
ENSG00000134717,0.2857142857142857,0.0,0.33015038285936626,0.0,0.48344262157167706,0.3986474871635437,0.33851964133126394,0.3317926526069641
ENSG00000134744,0.5881917987551007,0.7595870665141514,0.0,0.0,0.0,0.0,0.5714285714285714,0.6951237576348441
ENSG00000121310,0.0,0.0,0.9009489587375096,0.0,0.0,0.0,0.0,0.8571428571428571
ENSG00000116171,0.05760836601257324,0.10145517757960729,0.13857724836894444,0.0,0.07332362447466169,0.03979485375540597,0.05128977979932513,0.1755802035331726
ENSG00000174348,0.0,0.0,0.9187343461172921,0.0,0.0,0.0,0.0,0.8571428571428571
ENSG00000162384,0.2857142857142857,0.28774935007095337,0.33103545222963604,0.0,0.0,0.4252650056566511,0.4290581941604614,0.3054056167602539
ENSG00000162385,0.2673091207231794,0.22342606953212193,0.17127676521028792,0.0,0.21880642005375453,0.224848278931209,0.18380728789738246,0.14285714285714285
ENSG00000081870,0.0,0.0,0.0,0.0,0.5874950460025242,0.6387488756861005,0.5714285714285714,0.7134763172694615
ENSG00000116209,0.030148863792419434,0.10610923596790858,0.16324291058949061,0.0,0.0025714210101536344,0.054320497172219415,0.10807368585041591,0.10843592030661446
ENSG00000157216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000162407,0.0,0.6247371179716927,0.7111213547842843,0.0,0.0,0.5714285714285714,0.0,0.6834497877529689
ENSG00000177606,0.12447589635848999,0.05668525184903826,0.10799321106501988,0.3670639991760254,0.2902126227106367,0.26022697346551077,0.0,0.17676661695752824
ENSG00000162599,0.31159472465515137,0.5163451688630241,0.4620130317551749,0.0,0.0,0.2857142857142857,0.37328331811087473,0.3462719576699393
ENSG00000162604,0.0,0.5059445415224347,0.4561103071485247,0.0,0.0,0.42857142857142855,0.4513018642153059,0.45440421785627094
ENSG00000162607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000162434,0.22599783965519496,0.061481986727033346,0.18412003346851893,0.08052052770342145,0.05740794965199062,0.21886754887444632,0.0,0.011314639023372106
ENSG00000213625,0.20578761611666,0.3072381785937718,0.22759013516562326,0.0,0.14285714285714285,0.2313002688544137,0.20740413665771484,0.19493929828916276
ENSG00000116678,0.0,0.9273094620023455,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
ENSG00000198160,0.1932970540864127,0.3284599099840437,0.26729248251233784,0.0,0.14285714285714285,0.2076326949255807,0.24274694919586182,0.17443886825016566
ENSG00000142864,0.24983060359954834,0.16442393405096872,0.020179688930511475,0.0,0.013951012066432409,0.039151481219700406,0.03235149383544922,0.016612393515450612
ENSG00000116717,0.42857142857142855,0.0,0.44241780042648315,0.0,0.0,0.5173073921884809,0.7339766451290676,0.522328794002533
ENSG00000172380,0.2857142857142857,0.39958579199654715,0.41596174240112305,0.0,0.0,0.3338709643908909,0.4208595837865557,0.29889596360070364
ENSG00000116729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116754,0.07239783661706108,0.09566916738237653,0.09946039744785853,0.06857738324574061,0.0,0.03161648341587612,0.008522817066737584,0.06574669906071254
ENSG00000132485,0.19861092737742833,0.4315053735460554,0.3425787942750113,0.0,0.14285714285714285,0.20267867190497263,0.3540292297090803,0.21563495056969778
ENSG00000172260,0.0,0.0,0.9081341794558934,0.0,0.0,0.0,0.0,0.8571428571428571
ENSG00000162623,0.0,0.0,0.7142857142857143,0.0,0.0,0.7470500554357257,0.7398147412708828,0.0
ENSG00000117054,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9016951748303005
ENSG00000137955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000142892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000077254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162614,0.0,0.0,0.6388794524329049,0.0,0.0,0.7402154462678092,0.768989086151123,0.5714285714285714
ENSG00000162616,0.5904000997543335,0.7489387392997742,0.0,0.0,0.0,0.666973352432251,0.5714285714285714,0.0
ENSG00000137960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000162618,0.940879191671099,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137941,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8952378715787616,0.0
ENSG00000142875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000174021,0.11613877330507551,0.25062640224184307,0.011138660567147391,0.0,0.1949355857712882,0.01822951010295323,0.08856632879802159,0.017726574625287737
ENSG00000117151,0.42857142857142855,0.5583417926515851,0.52467394726617,0.0,0.5574041604995728,0.0,0.4706991229738508,0.0
ENSG00000142871,0.0,0.5056565659386771,0.5754544138908386,0.0,0.0,0.6228968245642525,0.47717842033931185,0.42857142857142855
ENSG00000122417,0.7750098960740226,0.8057280097688947,0.7142857142857143,0.0,0.0,0.0,0.0,0.0
ENSG00000097033,0.276965115751539,0.3549457788467407,0.10315902744020734,0.0,0.22971683740615845,0.15139023746762956,0.09679552486964635,0.10555358443941389
ENSG00000183291,0.08305766752787999,0.26236293997083393,0.20426401921680995,0.01684037276676723,0.12657593829291208,0.030595030103410994,0.0,0.14000327246529715
ENSG00000143013,0.0,0.0,0.5397664819444928,0.2857142857142857,0.3183730329786028,0.4994486996105739,0.32754622186933247,0.38136318751743864
ENSG00000065243,0.34553282601492746,0.4552325946944101,0.20780902249472483,0.0,0.14285714285714285,0.18280402251652308,0.1788111584527152,0.25706210306712557
ENSG00000137947,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000162645,0.5999679906027657,0.0,0.0,0.0,0.6379904321261815,0.6767242210251945,0.5714285714285714,0.0
ENSG00000162654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122482,0.9070036240986415,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069702,0.6958572353635516,0.5993550675255912,0.6595279744693211,0.0,0.0,0.0,0.0,0.5714285714285714
ENSG00000067208,0.0,0.8457896283694676,0.7142857142857143,0.0,0.0,0.0,0.7387718388012477,0.0
ENSG00000122406,0.09784870488303048,0.012228667736053467,0.01173748288835798,0.043735972472599575,0.0,0.02775097744805472,0.034538439341953824,0.042708941868373325
ENSG00000117500,0.0,0.0,0.8571428571428571,0.0,0.9466095055852618,0.0,0.0,0.0
ENSG00000137942,0.9120061567851475,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000067334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000137962,0.6267245411872864,0.6079155632427761,0.3395287735121591,0.0,0.0,0.48917291845594135,0.3381859574999128,0.2857142857142857
ENSG00000117525,0.0,0.0,0.8635397979191372,0.0,0.0,0.0,0.0,0.8571428571428571
ENSG00000117519,0.4026019402912685,0.2857142857142857,0.32944445099149433,0.0,0.0,0.3978827510561262,0.3487863710948399,0.44836833647319246
ENSG00000188641,0.0,0.0,0.8571428571428571,0.0,0.9130411233220782,0.0,0.0,0.0
ENSG00000162627,0.0,0.0,0.0,0.0,0.0,0.8588746275220599,0.8571428571428571,0.0
ENSG00000099260,0.8571428571428571,0.8591276662690299,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170989,0.8824506742613656,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000085491,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000134186,0.22324544191360474,0.1595392652920314,0.07462102174758911,0.0,0.33399436303547453,0.08090446676526751,0.07798626593181066,0.04744180611201695
ENSG00000116266,0.0,0.0,0.0,0.0,0.7551739726747785,0.0,0.7142857142857143,0.8356369818959918
ENSG00000121957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000031698,0.1679293598447527,0.26693388393947054,0.1916481171335493,0.0,0.14285714285714285,0.2867443135806492,0.25561709914888653,0.21561098950249807
ENSG00000134243,0.0,0.0,0.0,0.0,0.7142857142857143,0.8012349264962333,0.8149777139936175,0.0
ENSG00000143106,0.0,0.006822764873504639,0.013103817190442766,0.04422260182244437,0.1352752787726266,0.21373948880604335,0.0481002756527492,0.06110948324203491
ENSG00000065135,0.24499877010072982,0.14556224005562918,0.1483906081744603,0.0,0.47831486804144724,0.22616800240107945,0.14285714285714285,0.231614317212786
ENSG00000134202,0.0,0.0,0.730887770652771,0.0,0.0,0.5867058549608503,0.5714285714285714,0.650823312146323
ENSG00000184371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168710,0.14285714285714285,0.18781186853136336,0.3836796624319894,0.0,0.1993030309677124,0.3598227160317557,0.18735027313232422,0.27979956354413715
ENSG00000134248,0.0798612151827131,0.0723831057548523,0.08358253751482282,0.0,0.09266180651528495,0.10461246115820748,0.07846692630222865,0.12752669198172434
