obo_id,label,level
UBERON:0006912,urinary bladder muscularis mucosa,descendant
UBERON:0004648,esophagus muscularis mucosa,descendant
UBERON:0001240,muscularis mucosae of intestine,descendant
UBERON:0001203,muscularis mucosae of stomach,descendant
UBERON:0011903,gizzard smooth muscle,descendant
UBERON:8410050,anorectum,descendant
UBERON:6005380,insect pharynx,descendant
UBERON:0013644,duodenal ampulla,descendant
UBERON:0013474,middle part of esophagus,descendant
UBERON:0013473,lower esophagus,descendant
UBERON:0013472,upper esophagus,descendant
UBERON:0012652,colorectum,descendant
UBERON:0012273,periampullary region of duodenum,descendant
UBERON:0011698,midgut loop,descendant
UBERON:0009870,zone of stomach,descendant
UBERON:0008250,cardiac stomach,descendant
UBERON:0008248,echinoderm pyloric cecum,descendant
UBERON:0008246,pyloric stomach,descendant
UBERON:0007364,reticulorumen,descendant
UBERON:0006866,terminal part of digestive tract,descendant
UBERON:0006562,pharynx,descendant
UBERON:0004908,upper digestive tract,descendant
UBERON:0004907,lower digestive tract,descendant
UBERON:0004045,tailgut,descendant
UBERON:0003287,midgut region of duodenum,descendant
UBERON:0003286,foregut region of duodenum,descendant
UBERON:0002116,ileum,descendant
UBERON:0002115,jejunum,descendant
UBERON:0002114,duodenum,descendant
UBERON:0002108,small intestine,descendant
UBERON:0001155,colon,descendant
UBERON:0001052,rectum,descendant
UBERON:0001046,hindgut,descendant
UBERON:0001045,midgut,descendant
UBERON:0001043,esophagus,descendant
UBERON:0001041,foregut,descendant
UBERON:0000168,proximal-distal subdivision of colon,descendant
UBERON:0000160,intestine,descendant
UBERON:0000059,large intestine,descendant
UBERON:0000165,mouth,descendant
UBERON:0005023,mucosa of oropharynx,descendant
UBERON:0004780,gastrointestinal system lamina propria,descendant
UBERON:0001199,mucosa of stomach,descendant
UBERON:0001242,intestinal mucosa,descendant
UBERON:0035037,jaw epithelium,descendant
UBERON:0016885,epithelium of terminal part of digestive tract,descendant
UBERON:0016547,lower foregut region endoderm,descendant
UBERON:0015833,foregut epithelium,descendant
UBERON:0014705,median lingual swelling epithelium,descendant
UBERON:0012481,cloacal epithelium,descendant
UBERON:0009846,embryonic cloacal epithelium,descendant
UBERON:0009722,entire pharyngeal arch endoderm,descendant
UBERON:0009522,lateral lingual swelling epithelium,descendant
UBERON:0009697,epithelium of appendix,descendant
UBERON:0009695,epithelium of laryngopharynx,descendant
UBERON:0009099,typhlosole,descendant
UBERON:0006913,lip epithelium,descendant
UBERON:0004809,salivary gland epithelium,descendant
UBERON:0003357,epithelium of tongue,descendant
UBERON:0003353,epithelium of hindgut,descendant
UBERON:0003352,epithelium of midgut,descendant
UBERON:0003351,pharyngeal epithelium,descendant
UBERON:0002424,oral epithelium,descendant
UBERON:0001976,epithelium of esophagus,descendant
UBERON:0001952,epithelium of oropharynx,descendant
UBERON:0001951,epithelium of nasopharynx,descendant
UBERON:0001277,intestinal epithelium,descendant
UBERON:0012478,cloacal gland,descendant
UBERON:0010264,hepatopancreas,descendant
UBERON:0010047,oral gland,descendant
UBERON:0008989,submucosal esophageal gland,descendant
UBERON:0004760,gland of anal canal,descendant
UBERON:0004757,rectal salt gland,descendant
UBERON:0003295,pharyngeal gland,descendant
UBERON:0003294,gland of foregut,descendant
UBERON:0001212,duodenal gland,descendant
UBERON:0000333,intestinal gland,descendant
UBERON:0013478,cecal tonsil,descendant
UBERON:0012330,nasal-associated lymphoid tissue,descendant
UBERON:0002372,tonsil,descendant
UBERON:0001735,tonsillar ring,descendant
UBERON:0001211,Peyer's patch,descendant
UBERON:0035401,posterior wall of nasopharynx,descendant
UBERON:0035383,lateral wall of nasopharynx,descendant
UBERON:0035313,posterior wall of laryngopharynx,descendant
UBERON:0035286,lateral wall of oropharynx,descendant
UBERON:0035270,roof of nasopharynx,descendant
UBERON:0035240,posterior wall of oropharynx,descendant
UBERON:0035120,fauces,descendant
UBERON:0001262,wall of intestine,descendant
UBERON:0001096,wall of esophagus,descendant
UBERON:0001167,wall of stomach,descendant
UBERON:3001003,cloacal fold,descendant
UBERON:3010590,amphibian cloacal gland,descendant
UBERON:3010589,cloacal papilla,descendant
UBERON:0014785,levator cloacae,descendant
UBERON:0014784,transverse cloacal muscle,descendant
UBERON:0014783,cloacal muscle,descendant
UBERON:0013501,cloacal sphincter,descendant
UBERON:0012485,cloacal villus,descendant
UBERON:0012483,serosa of cloaca,descendant
UBERON:0012480,cloacal mucosa,descendant
UBERON:0012463,cloacal lumen,descendant
UBERON:0012462,proctodeum portion of cloaca,descendant
UBERON:0012464,cloacal vent,descendant
UBERON:0012421,urodeum,descendant
UBERON:0012420,coprodeum,descendant
UBERON:0011510,cloacal bursa,descendant
UBERON:0000163,embryonic cloaca,descendant
UBERON:0011201,muscle layer of small intestine,descendant
UBERON:0011198,muscle layer of large intestine,descendant
UBERON:0002439,myenteric nerve plexus,descendant
UBERON:0035833,lower esophagus muscularis layer,descendant
UBERON:0008863,stomach smooth muscle outer longitudinal layer,descendant
UBERON:0008857,stomach smooth muscle circular layer,descendant
UBERON:0008862,stomach smooth muscle inner oblique layer,descendant
UBERON:0001208,submucosa of large intestine,descendant
UBERON:0001205,submucosa of small intestine,descendant
UBERON:0004925,submucosa of laryngopharynx,descendant
UBERON:0035843,lower esophagus submucosa,descendant
UBERON:0004937,submucosa of pylorus,descendant
UBERON:0004935,submucosa of cardia of stomach,descendant
UBERON:0004934,submucosa of body of stomach,descendant
UBERON:0004933,submucosa of fundus of stomach,descendant
UBERON:8600138,stomach lamina propria,descendant
UBERON:0013525,stomach lumen,descendant
UBERON:0012650,gastroduodenal junction,descendant
UBERON:0012270,forestomach-glandular stomach junction,descendant
UBERON:0010040,stomach non-glandular epithelium,descendant
UBERON:0008994,equine glandular stomach,descendant
UBERON:0008791,rugal fold of stomach,descendant
UBERON:0007366,ruminant stomach,descendant
UBERON:0006924,stomach glandular epithelium,descendant
UBERON:0006921,stomach squamous epithelium,descendant
UBERON:0004222,stomach smooth muscle,descendant
UBERON:0003281,mesentery of stomach,descendant
UBERON:0001276,epithelium of stomach,descendant
UBERON:0006242,gallbladder primordium,descendant
UBERON:8600139,caecum lamina propria,descendant
UBERON:0005686,caecum dorsal mesentery,descendant
UBERON:0005636,caecum epithelium,descendant
UBERON:0005677,caecum mesentery,descendant
UBERON:0004927,submucosa of cecum,descendant
UBERON:0000314,cecum mucosa,descendant
UBERON:0003894,liver primordium,descendant
UBERON:0009502,ventral mesentery of mesentery of foregut-midgut junction,descendant
UBERON:0009484,dorsal mesentery of mesentery of foregut-midgut junction,descendant
UBERON:0009480,endoderm of buccopharyngeal membrane,descendant
UBERON:0009479,ectoderm of buccopharyngeal membrane,descendant
UBERON:0016500,muscularis mucosa of fundus of urinary bladder,descendant
UBERON:0035844,lower esophagus muscularis mucosa,descendant
UBERON:0001239,muscularis mucosae of large intestine,descendant
UBERON:0001210,muscularis mucosae of small intestine,descendant
UBERON:0016501,muscularis mucosae of fundus of stomach,descendant
UBERON:8410056,capillary of anorectum,descendant
UBERON:8410055,lymphatic capillary of anorectum,descendant
UBERON:8410009,arteriole of anorectum,descendant
UBERON:8410008,venule of anorectum,descendant
UBERON:8410007,myenteric nerve plexus of anorectum,descendant
UBERON:8410006,submucous nerve plexus of anorectum,descendant
UBERON:0035834,lower esophagus mucosa,descendant
UBERON:0013067,colorectal mucosa,descendant
UBERON:0011954,stomach non-glandular region,descendant
UBERON:0011953,stomach glandular region,descendant
UBERON:0008858,pyloric canal,descendant
UBERON:0002399,lesser omentum,descendant
UBERON:0001166,pylorus,descendant
UBERON:0001165,pyloric antrum,descendant
UBERON:0001164,greater curvature of stomach,descendant
UBERON:0001163,lesser curvature of stomach,descendant
UBERON:0001162,cardia of stomach,descendant
UBERON:0001161,body of stomach,descendant
UBERON:0001160,fundus of stomach,descendant
UBERON:0007365,rumen,descendant
UBERON:0007362,omasum,descendant
UBERON:0007361,ruminant reticulum,descendant
UBERON:0016886,muscle tissue of terminal part of digestive tract,descendant
UBERON:0012465,lumen of terminal part of digestive tract,descendant
UBERON:0034721,pharyngeal taste bud,descendant
UBERON:0006870,endostyle,descendant
UBERON:0001731,cavity of pharynx,descendant
UBERON:0001042,chordate pharynx,descendant
UBERON:0005644,midgut duodenum epithelium,descendant
UBERON:0005643,foregut duodenum epithelium,descendant
UBERON:8600035,ileum lamina propria,descendant
UBERON:0022357,mesentery of ileum,descendant
UBERON:0014390,muscle layer of ileum,descendant
UBERON:0013481,crypt of Lieberkuhn of ileum,descendant
UBERON:0008345,ileal epithelium,descendant
UBERON:0008344,intestinal villus of ileum,descendant
UBERON:0004946,submucosa of ileum,descendant
UBERON:0003705,Meckel's diverticulum,descendant
UBERON:0000331,ileal mucosa,descendant
UBERON:8600034,jejunum lamina propria,descendant
UBERON:0016519,muscularis mucosae of jejunum,descendant
UBERON:0016517,lumen of jejunum,descendant
UBERON:0013483,crypt of Lieberkuhn of jejunum,descendant
UBERON:0012377,muscle layer of jejunum,descendant
UBERON:0008343,intestinal villus of jejunum,descendant
UBERON:0003398,mesentery of jejunum,descendant
UBERON:0003337,serosa of jejunum,descendant
UBERON:0003333,submucosa of jejunum,descendant
UBERON:0000400,jejunal epithelium,descendant
UBERON:0000399,jejunal mucosa,descendant
UBERON:0015834,duodenum lamina propria,descendant
UBERON:0016512,lumen of duodenum,descendant
UBERON:0013482,crypt of Lieberkuhn of duodenum,descendant
UBERON:0012488,muscle layer of duodenum,descendant
UBERON:0008346,duodenal epithelium,descendant
UBERON:0008342,intestinal villus of duodenum,descendant
UBERON:0003336,serosa of duodenum,descendant
UBERON:0003332,submucosa of duodenum,descendant
UBERON:0003397,mesentery of duodenum,descendant
UBERON:0000320,duodenal mucosa,descendant
UBERON:8600119,myenteric ganglion of small intestine,descendant
UBERON:8410068,capillary of small intestine,descendant
UBERON:8410064,submucous nerve plexus of small intestine,descendant
UBERON:8410063,myenteric nerve plexus of small intestine,descendant
UBERON:8410019,jejuno-ileal junction,descendant
UBERON:8410002,small intestine lymphatic vessel,descendant
UBERON:8410000,duodeno-jejunal junction,descendant
UBERON:0013744,wall of crypt of Lieberkuhn of small intestine,descendant
UBERON:0013743,base of crypt of Lieberkuhn of small intestine,descendant
UBERON:0010016,spiral valve of intestine,descendant
UBERON:0004239,small intestine smooth muscle,descendant
UBERON:0003454,small intestine Peyer's patch,descendant
UBERON:0001902,epithelium of small intestine,descendant
UBERON:0001238,lamina propria of small intestine,descendant
UBERON:0001206,serosa of small intestine,descendant
UBERON:0001204,mucosa of small intestine,descendant
UBERON:0001170,mesentery of small intestine,descendant
UBERON:0001168,wall of small intestine,descendant
UBERON:0001241,crypt of Lieberkuhn of small intestine,descendant
UBERON:8410061,colon smooth muscle longitudinal layer,descendant
UBERON:8410060,colon smooth muscle circular layer,descendant
UBERON:8410059,submucous nerve plexus of colon,descendant
UBERON:8410058,myenteric nerve plexus of colon,descendant
UBERON:8410057,capillary of colon,descendant
UBERON:8410054,lymphatic capillary of colon,descendant
UBERON:8410051,lymphatic vessel of colon,descendant
UBERON:8410048,venule of colon,descendant
UBERON:8410015,arteriole of colon,descendant
UBERON:0022275,colic flexure,descendant
UBERON:0013485,crypt of Lieberkuhn of colon,descendant
UBERON:0012489,muscle layer of colon,descendant
UBERON:0013695,colon endothelium,descendant
UBERON:0008972,right colon,descendant
UBERON:0008971,left colon,descendant
UBERON:0007159,lumen of colon,descendant
UBERON:0003335,serosa of colon,descendant
UBERON:0003331,submucosa of colon,descendant
UBERON:0003396,mesentery of colon,descendant
UBERON:0000397,colonic epithelium,descendant
UBERON:0000317,colonic mucosa,descendant
UBERON:8600140,rectum lamina propria,descendant
UBERON:8600057,middle hemorrhoidal vein,descendant
UBERON:0035377,transverse fold of rectum,descendant
UBERON:0018112,rectum smooth muscle tissue,descendant
UBERON:0018111,muscle layer of rectum,descendant
UBERON:0017627,rectal valve,descendant
UBERON:0017626,transverse folds of rectum,descendant
UBERON:0012497,muscularis mucosae of rectum,descendant
UBERON:0009670,rectal lumen,descendant
UBERON:0003395,mesentery of rectum,descendant
UBERON:0003354,epithelium of rectum,descendant
UBERON:0003346,mucosa of rectum,descendant
UBERON:0003334,serosa of rectum,descendant
UBERON:0003330,submucosa of rectum,descendant
UBERON:0009503,mesenchyme of hindgut,descendant
UBERON:0007148,lumen of hindgut,descendant
UBERON:0003394,mesentery of hindgut,descendant
UBERON:0003260,endoderm of hindgut,descendant
UBERON:0009478,associated mesenchyme of midgut,descendant
UBERON:0007147,lumen of midgut,descendant
UBERON:0005712,midgut duodenum mesentery,descendant
UBERON:0005685,midgut dorsal mesentery,descendant
UBERON:0003284,mesentery of midgut,descendant
UBERON:0003259,endoderm of midgut,descendant
UBERON:8700002,stratum spinosum of esophageal epithelium,descendant
UBERON:2001430,pneumatic duct,descendant
UBERON:0035450,cervical part of esophagus,descendant
UBERON:0035216,thoracic part of esophagus,descendant
UBERON:0035177,abdominal part of esophagus,descendant
UBERON:0034724,esophageal taste bud,descendant
UBERON:0016499,esophageal-pneumatic duct sphincter,descendant
UBERON:0012504,adventitia of esophagus,descendant
UBERON:0011566,lumen of esophagus,descendant
UBERON:0009960,esophagus smooth muscle circular layer,descendant
UBERON:0007652,esophageal sphincter,descendant
UBERON:0007356,crop,descendant
UBERON:0006976,peptonephridium,descendant
UBERON:0006920,esophagus squamous epithelium,descendant
UBERON:0004794,esophagus secretion,descendant
UBERON:0004831,esophagus skeletal muscle,descendant
UBERON:0003832,esophagus muscle,descendant
UBERON:0003283,mesentery of oesophagus,descendant
UBERON:0002469,esophagus mucosa,descendant
UBERON:0002112,smooth muscle of esophagus,descendant
UBERON:0001975,serosa of esophagus,descendant
UBERON:0001974,lamina propria of esophagus,descendant
UBERON:0009145,pharyngeal region of foregut,descendant
UBERON:0006257,laryngotracheal groove,descendant
UBERON:0005711,foregut duodenum mesentery,descendant
UBERON:0003258,endoderm of foregut,descendant
UBERON:8410016,descending sigmoid junction,descendant
UBERON:0010239,spiral colon,descendant
UBERON:0001159,sigmoid colon,descendant
UBERON:0001158,descending colon,descendant
UBERON:0001157,transverse colon,descendant
UBERON:0001156,ascending colon,descendant
UBERON:8410024,intestinal junction,descendant
UBERON:2005273,intestinal mucosal muscle,descendant
UBERON:2001076,intestinal bulb,descendant
UBERON:0036214,rectosigmoid junction,descendant
UBERON:0018543,lumen of intestine,descendant
UBERON:0012427,intestinal brush border layer,descendant
UBERON:0012425,striated border microvillus layer,descendant
UBERON:0004221,intestine smooth muscle,descendant
UBERON:0001243,serosa of intestine,descendant
UBERON:0001073,ileocecal junction,descendant
UBERON:0013742,wall of crypt of Lieberkuhn of large intestine,descendant
UBERON:0013741,base of crypt of Lieberkuhn of large intestine,descendant
UBERON:0011189,lamina propria of large intestine,descendant
UBERON:0004220,large intestine smooth muscle,descendant
UBERON:0003453,large intestine Peyer's patch,descendant
UBERON:0001984,crypt of Lieberkuhn of large intestine,descendant
UBERON:0001278,epithelium of large intestine,descendant
UBERON:0001209,serosa of large intestine,descendant
UBERON:0001207,mucosa of large intestine,descendant
UBERON:0001154,vermiform appendix,descendant
UBERON:0001169,wall of large intestine,descendant
UBERON:0000159,anal canal,descendant
UBERON:4300139,posterolingual region,descendant
UBERON:4300138,labial region,descendant
UBERON:4300137,lingual region,descendant
UBERON:2002108,buccal papilla,descendant
UBERON:0036293,oral frenulum,descendant
UBERON:0035942,space between upper and lower jaws,descendant
UBERON:1000011,labial commissure,descendant
UBERON:0034767,buccal vestibule,descendant
UBERON:0016915,vermilion,descendant
UBERON:0016482,dental plaque,descendant
UBERON:0013656,dulla,descendant
UBERON:0012105,baleen plate,descendant
UBERON:0011595,jaw region,descendant
UBERON:0011349,pterygomandibular raphe,descendant
UBERON:0011303,lamprey sucker,descendant
UBERON:0011268,sublingua,descendant
UBERON:0010056,future tongue,descendant
UBERON:0008805,gingival groove,descendant
UBERON:0008802,cheek pouch,descendant
UBERON:0008253,Aristotle's lantern,descendant
UBERON:0005905,insect labrum,descendant
UBERON:0003729,mouth mucosa,descendant
UBERON:0003700,temporomandibular joint,descendant
UBERON:0003679,mouth floor,descendant
UBERON:0001833,lip,descendant
UBERON:0001733,soft palate,descendant
UBERON:0001723,tongue,descendant
UBERON:0001716,secondary palate,descendant
UBERON:0000378,tongue muscle,descendant
UBERON:0000167,oral cavity,descendant
UBERON:0000166,oral opening,descendant
UBERON:8480046,mucosa of rumen,descendant
UBERON:0012651,mucosa of gastroduodenal junction,descendant
UBERON:0006931,stomach glandular region mucosa,descendant
UBERON:0004998,mucosa of pylorus,descendant
UBERON:0004996,mucosa of cardia of stomach,descendant
UBERON:0004995,mucosa of body of stomach,descendant
UBERON:0004994,mucosa of fundus of stomach,descendant
UBERON:0000424,gastric pit,descendant
UBERON:0001983,crypt of Lieberkuhn,descendant
UBERON:0003236,epithelium of lower jaw,descendant
UBERON:0003235,epithelium of upper jaw,descendant
UBERON:0001949,gingival epithelium,descendant
UBERON:0013155,1st arch mandibular ectoderm,descendant
UBERON:0012313,1st arch maxillary ectoderm,descendant
UBERON:0010030,ventral part of pharyngeal pouch 5,descendant
UBERON:0010029,dorsal part of pharyngeal pouch 5,descendant
UBERON:0010028,ventral part of pharyngeal pouch 4,descendant
UBERON:0010027,dorsal part of pharyngeal pouch 4,descendant
UBERON:0010026,ventral part of pharyngeal pouch 3,descendant
UBERON:0010025,dorsal part of pharyngeal pouch 3,descendant
UBERON:0010024,ventral part of pharyngeal pouch 2,descendant
UBERON:0010023,dorsal part of pharyngeal pouch 2,descendant
UBERON:0010022,ventral part of pharyngeal pouch 1,descendant
UBERON:0010021,dorsal part of pharyngeal pouch 1,descendant
UBERON:0004902,urogenital sinus epithelium,descendant
UBERON:0013156,1st arch mandibular endoderm,descendant
UBERON:0013154,1st arch maxillary endoderm,descendant
UBERON:0007690,early pharyngeal endoderm,descendant
UBERON:0015766,epithelium of duct of salivary gland,descendant
UBERON:0003361,epithelium of sublingual gland,descendant
UBERON:0003360,epithelium of parotid gland,descendant
UBERON:0003359,epithelium of submandibular gland,descendant
UBERON:0019206,tongue papilla epithelium,descendant
UBERON:0014452,gustatory epithelium of tongue,descendant
UBERON:0006919,tongue squamous epithelium,descendant
UBERON:0006918,parakeratinized epithelium of tongue,descendant
UBERON:0006699,foramen cecum of tongue,descendant
UBERON:0016545,pharyngeal ectoderm,descendant
UBERON:0013696,tonsil epithelium,descendant
UBERON:0005562,thymus primordium,descendant
UBERON:0014453,gustatory epithelium of palate,descendant
UBERON:0011642,oral epithelium from ectoderm,descendant
UBERON:0009671,nasal fin,descendant
UBERON:0008420,buccal epithelium,descendant
UBERON:2005256,intervillus pockets,descendant
UBERON:2005126,intestinal bulb epithelium,descendant
UBERON:0011184,epithelium of crypt of Lieberkuhn,descendant
UBERON:0004693,Peyer's patch epithelium,descendant
UBERON:0001213,intestinal villus,descendant
UBERON:4300130,lateral pelvic gland,descendant
UBERON:4300129,dorsal pelvic gland,descendant
UBERON:0017164,dorsal cloacal gland,descendant
UBERON:0012479,urodeal gland,descendant
UBERON:0010266,arthropod hepatopancreas,descendant
UBERON:0010265,mollusc hepatopancreas,descendant
UBERON:0010050,infralabial gland,descendant
UBERON:0010049,supralabial gland,descendant
UBERON:0010048,Duvernoy's gland,descendant
UBERON:0003409,gland of tongue,descendant
UBERON:0001044,saliva-secreting gland,descendant
UBERON:0008310,nasopharyngeal gland,descendant
UBERON:0009116,thymoid,descendant
UBERON:0003410,oropharyngeal gland,descendant
UBERON:0000325,gastric gland,descendant
UBERON:0001732,pharyngeal tonsil,descendant
UBERON:0036274,tonsillar pillar,descendant
UBERON:0035228,tonsillar fossa,descendant
UBERON:0013688,tonsil germinal center,descendant
UBERON:0012181,tonsil crypt,descendant
UBERON:0010423,primary lymphoid nodule of tonsil,descendant
UBERON:0007250,lingual tonsil,descendant
UBERON:0005207,tonsil capsule,descendant
UBERON:0003949,tubal tonsil,descendant
UBERON:0002373,palatine tonsil,descendant
UBERON:0010387,Peyer's patch T cell area,descendant
UBERON:0010386,Peyer's patch follicle,descendant
UBERON:0004697,Peyer's patch germinal center,descendant
UBERON:0001201,serosa of stomach,descendant
UBERON:0009669,embryonic cloacal lumen,descendant
UBERON:0003903,bursa of Fabricius,descendant
UBERON:0006217,cloacal membrane,descendant
UBERON:0000164,primitive urogenital sinus,descendant
UBERON:0012402,small intestine smooth muscle longitudinal layer,descendant
UBERON:0012401,small intestine smooth muscle circular layer,descendant
UBERON:0012490,muscle layer of anal canal,descendant
UBERON:0012419,taenia coli,descendant
UBERON:8600118,myenteric ganglion,descendant
UBERON:8410011,myenteric nerve plexus of appendix,descendant
UBERON:0004928,submucosa of appendix,descendant
UBERON:0003329,submucosa of anal canal,descendant
UBERON:0004936,submucosa of pyloric antrum,descendant
UBERON:0016511,lamina propria of fundus of stomach,descendant
UBERON:0008285,rumen epithelium,descendant
UBERON:0007359,ruminant forestomach,descendant
UBERON:0007358,abomasum,descendant
UBERON:0005602,dorsal mesogastrium,descendant
UBERON:0005626,ventral mesogastrium,descendant
UBERON:0005637,pyloric region epithelium,descendant
UBERON:0005477,stomach fundus epithelium,descendant
UBERON:8410031,muscularis mucosae of appendix,descendant
UBERON:0007178,muscularis mucosae of colon,descendant
UBERON:0008827,murine forestomach,descendant
UBERON:0007357,proventriculus,descendant
UBERON:0012472,hepatoduodenal ligament,descendant
UBERON:0012471,hepatogastric ligament,descendant
UBERON:0010238,torus pylorus,descendant
UBERON:0008861,pyloric gastric gland,descendant
UBERON:0001202,pyloric sphincter,descendant
UBERON:0004997,mucosa of pyloric antrum,descendant
UBERON:0008859,cardiac gastric gland,descendant
UBERON:0004550,gastroesophageal sphincter,descendant
UBERON:0016502,stomach fundus lumen,descendant
UBERON:0012503,serosa of fundus of stomach,descendant
UBERON:0010038,fundic gastric gland,descendant
UBERON:0008860,intermediate gastric gland,descendant
UBERON:0010228,ruminal fluid,descendant
UBERON:0014510,lamina of omasum,descendant
UBERON:0014475,endostylar duct,descendant
UBERON:0010061,lumen of nasopharynx,descendant
UBERON:0009959,lumen of oropharynx,descendant
UBERON:0010384,lumen of laryngopharynx,descendant
UBERON:2002116,epibranchial organ,descendant
UBERON:2002057,gill opening,descendant
UBERON:2001990,epibranchial arborescent organ,descendant
UBERON:2001467,pharyngeal mesoderm,descendant
UBERON:0034937,pharyngeal bar,descendant
UBERON:0011345,pharyngeal raphe,descendant
UBERON:0011289,pharyngobasilar fascia,descendant
UBERON:0010937,salpingopharyngeus muscle,descendant
UBERON:0010234,palatopharyngeus muscle,descendant
UBERON:0010060,pharyngeal opening of pharyngotympanic tube,descendant
UBERON:0009867,Hatschek's diverticulum,descendant
UBERON:0009119,branchial basket,descendant
UBERON:0008815,pharyngeal slit,descendant
UBERON:0008804,stylopharyngeus muscle,descendant
UBERON:0007689,thyroid diverticulum,descendant
UBERON:0007303,pharyngeal vasculature,descendant
UBERON:0006685,pharyngeal tubercle,descendant
UBERON:0003384,skeletal muscle tissue of pharynx,descendant
UBERON:0003091,thyroid primordium,descendant
UBERON:0001729,oropharynx,descendant
UBERON:0001728,nasopharynx,descendant
UBERON:0001051,hypopharynx,descendant
UBERON:0000355,pharyngeal mucosa,descendant
UBERON:0004914,duodenal papilla,descendant
UBERON:8410040,high endothelial venule of small intestine Peyer's patch,descendant
UBERON:0022280,epithelium of crypt of Lieberkuhn of small intestine,descendant
UBERON:0013636,epithelium of intestinal villus,descendant
UBERON:0006359,mesoduodenum,descendant
UBERON:0022277,hepatic flexure of colon,descendant
UBERON:0022276,splenic flexure of colon,descendant
UBERON:0035805,muscle layer of sigmoid colon,descendant
UBERON:0004932,submucosa of sigmoid colon,descendant
UBERON:0004931,submucosa of descending colon,descendant
UBERON:0004930,submucosa of transverse colon,descendant
UBERON:0004929,submucosa of ascending colon,descendant
UBERON:7770008,sigmoid colon epithelium,descendant
UBERON:7770007,descending colon epithelium,descendant
UBERON:7770006,transverse colon epithelium,descendant
UBERON:7770005,ascending colon epithelium,descendant
UBERON:0007177,lamina propria of mucosa of colon,descendant
UBERON:0004993,mucosa of sigmoid colon,descendant
UBERON:0004992,mucosa of descending colon,descendant
UBERON:0004991,mucosa of transverse colon,descendant
UBERON:0004990,mucosa of ascending colon,descendant
UBERON:0009130,dorsal meso-duodenum,descendant
UBERON:0009961,esophagus smooth muscle longitudinal layer,descendant
UBERON:0006223,dorsal meso-oesophagus,descendant
UBERON:0008814,pharyngeal arch system,descendant
UBERON:0022361,lung field,descendant
UBERON:0012172,stomach primordium,descendant
UBERON:0008947,respiratory primordium,descendant
UBERON:0004117,pharyngeal pouch,descendant
UBERON:8600136,sigmoid colon lamina propria,descendant
UBERON:8600135,descending colon lamina propria,descendant
UBERON:8600137,transverse colon lamina propria,descendant
UBERON:8600134,ascending colon lamina propria,descendant
UBERON:0006574,pectinate line,descendant
UBERON:0000569,ileocecal valve,descendant
UBERON:0012399,large intestine smooth muscle longitudinal layer,descendant
UBERON:0012398,large intestine smooth muscle circular layer,descendant
UBERON:0022281,epithelium of crypt of Lieberkuhn of large intestine,descendant
UBERON:0013486,crypt of Lieberkuhn of appendix,descendant
UBERON:0015716,anal canal epithelium,descendant
UBERON:0012498,serosa of appendix,descendant
UBERON:0004989,mucosa of appendix,descendant
